amount,location,merchant_type,device_type,time_of_transaction,is_fraud
57.908419707760764,New York,Retail,Mobile,19,0.0
33.13506809367617,New York,Grocery,Mobile,21,0.0
34.03405510923093,Houston,Grocery,Mobile,8,0.0
44.70970317378779,Phoenix,Online,Mobile,10,0.0
35.05576641704353,Houston,Electronics,Desktop,10,0.0
52.117889062304684,Chicago,Online,Mobile,20,0.0
33.4623929192028,Phoenix,Online,Mobile,19,0.0
81.29287311628012,Chicago,Restaurant,Mobile,13,0.0
91.21495849763974,Chicago,Electronics,Tablet,20,0.0
42.16483701912356,Phoenix,Grocery,Desktop,19,0.0
35.308168464039014,New York,Online,Mobile,9,0.0
49.951923181622924,Phoenix,Retail,Mobile,22,0.0
35.95893812245295,Los Angeles,Electronics,Mobile,18,0.0
35.84178118651849,Chicago,Electronics,Mobile,22,0.0
69.80332477918577,Phoenix,Grocery,Mobile,12,0.0
97.27744989238721,Phoenix,Electronics,Tablet,14,0.0
60.442850918678715,Phoenix,Restaurant,Mobile,20,0.0
30.300137483659697,New York,Restaurant,Tablet,6,0.0
80.46248154539315,Phoenix,Electronics,Mobile,20,0.0
45.81352645696268,New York,Grocery,Tablet,6,0.0
56.9341995520984,Phoenix,Online,Desktop,22,0.0
66.5946483575835,Phoenix,Electronics,Mobile,19,0.0
57.23007050412203,New York,Online,Mobile,20,0.0
70.45140864019281,Houston,Electronics,Mobile,17,0.0
50.478060865699106,Phoenix,Online,Mobile,12,0.0
71.82620241188538,Houston,Grocery,Mobile,20,0.0
36.837670218494864,Phoenix,Restaurant,Desktop,13,0.0
46.253419631872504,New York,Retail,Mobile,6,0.0
21.0070956060294,Chicago,Retail,Tablet,11,0.0
31.918634205279993,New York,Electronics,Mobile,14,0.0
59.620184634734265,New York,Grocery,Mobile,11,0.0
11.767188986964861,New York,Restaurant,Mobile,13,0.0
45.54558598446786,Phoenix,Restaurant,Tablet,8,0.0
62.70836060418453,New York,Retail,Mobile,10,0.0
46.36993675728666,Chicago,Retail,Tablet,20,0.0
27.464650621803894,Chicago,Electronics,Desktop,13,0.0
45.02617747632906,Phoenix,Online,Desktop,20,0.0
33.254751379005995,New York,Retail,Mobile,12,0.0
53.87179822735089,Phoenix,Restaurant,Tablet,8,0.0
53.83154792388179,Phoenix,Restaurant,Mobile,18,0.0
34.805937650394256,Chicago,Grocery,Tablet,17,0.0
90.20409077532699,New York,Restaurant,Tablet,8,0.0
31.508717712438003,Chicago,Online,Mobile,22,0.0
71.57361666862592,Phoenix,Electronics,Desktop,13,0.0
46.34207117790319,Los Angeles,Grocery,Mobile,18,0.0
49.6297372801522,Los Angeles,Restaurant,Mobile,19,0.0
22.20855066472808,Phoenix,Restaurant,Mobile,14,0.0
22.550689042317984,Houston,Online,Mobile,7,0.0
58.509798664804606,Chicago,Retail,Mobile,22,0.0
41.93848021869938,Phoenix,Online,Mobile,9,0.0
101.16398571336504,Houston,Restaurant,Tablet,9,0.0
69.0627326782649,Phoenix,Grocery,Mobile,19,0.0
48.482570986299535,Los Angeles,Grocery,Mobile,6,0.0
1426.9467280583901,International_A,Crypto,Desktop,2,1.0
1.0,Los Angeles,Restaurant,Desktop,6,0.0
43.63524944514759,Houston,Retail,Desktop,22,0.0
59.04743592499468,Phoenix,Retail,Mobile,22,0.0
69.87564429060878,Los Angeles,Retail,Mobile,8,0.0
51.51609116387453,Houston,Electronics,Mobile,6,0.0
55.74657808806019,Los Angeles,Grocery,Tablet,10,0.0
1.0,Houston,Online,Mobile,16,0.0
1670.251644239474,International_B,Crypto,Desktop,4,1.0
35.89976288483182,New York,Electronics,Mobile,21,0.0
29.606093605822863,New York,Online,Mobile,10,0.0
50.02651377468815,Chicago,Grocery,Mobile,13,0.0
98.0683117047655,Los Angeles,Electronics,Mobile,14,0.0
44.62708493380515,Phoenix,Grocery,Tablet,7,0.0
53.44508772822075,Phoenix,Restaurant,Mobile,7,0.0
49.83773596776499,Phoenix,Electronics,Mobile,8,0.0
48.02309597521388,Los Angeles,Electronics,Mobile,10,0.0
71.63969618499884,Houston,Electronics,Mobile,22,0.0
41.47284807588913,New York,Online,Mobile,12,0.0
63.39345097660077,Los Angeles,Retail,Desktop,6,0.0
22.379107936924502,Phoenix,Online,Mobile,20,0.0
71.6011211827862,Los Angeles,Restaurant,Mobile,10,0.0
93.30004689802168,Phoenix,Grocery,Mobile,18,0.0
30.285479073289125,New York,Restaurant,Mobile,10,0.0
89.9133497956793,Houston,Retail,Desktop,15,0.0
79.63921536873072,Phoenix,Restaurant,Mobile,19,0.0
73.73469240354662,Houston,Online,Mobile,19,0.0
15.501643349739346,Phoenix,Restaurant,Mobile,14,0.0
52.825142801749266,Phoenix,Restaurant,Tablet,16,0.0
28.59830467347695,Houston,Electronics,Desktop,17,0.0
36.93341534852576,New York,Electronics,Mobile,13,0.0
3204.753438164592,International_B,Luxury,Desktop,3,1.0
60.38693028482345,Houston,Grocery,Mobile,9,0.0
33.558479763441454,Chicago,Retail,Mobile,7,0.0
47.21107448638001,Los Angeles,Online,Mobile,20,0.0
43.46607573627272,New York,Retail,Mobile,13,0.0
69.51633438689419,Los Angeles,Retail,Mobile,12,0.0
12.6692676585388,New York,Electronics,Mobile,20,0.0
64.06855833574618,Los Angeles,Electronics,Tablet,22,0.0
70.7088683283389,Los Angeles,Restaurant,Mobile,15,0.0
33.47776016570916,New York,Retail,Desktop,20,0.0
34.21322988560651,Los Angeles,Retail,Tablet,9,0.0
14.475073330670966,Los Angeles,Grocery,Mobile,20,0.0
4553.704568751427,International_B,Luxury,Unknown,2,1.0
53.88103887211748,Phoenix,Restaurant,Desktop,18,0.0
49.84054717366765,Phoenix,Electronics,Desktop,19,0.0
55.14397940711855,New York,Retail,Mobile,12,0.0
80.95010402660122,Phoenix,Retail,Mobile,7,0.0
67.90386440055465,Los Angeles,Restaurant,Tablet,9,0.0
3476.458781213684,International_B,Crypto,Unknown,0,1.0
37.88570153993323,Chicago,Grocery,Desktop,8,0.0
37.86269644285649,New York,Retail,Desktop,20,0.0
71.63533455345657,Houston,Online,Desktop,21,0.0
23.008475768969355,Chicago,Electronics,Mobile,13,0.0
52.39160736828306,Los Angeles,Electronics,Mobile,13,0.0
81.88884783498393,New York,Grocery,Mobile,15,0.0
38.15212151522262,Phoenix,Restaurant,Mobile,15,0.0
55.37184557726514,Houston,Electronics,Mobile,18,0.0
46.2620768367603,Los Angeles,Online,Mobile,18,0.0
52.21845179419732,Houston,Grocery,Mobile,19,0.0
42.73766677688867,Houston,Grocery,Mobile,19,0.0
3312.818422706385,International_B,Crypto,Desktop,4,1.0
62.67553761864197,Phoenix,Restaurant,Desktop,19,0.0
59.913637759452094,Los Angeles,Grocery,Mobile,8,0.0
18.3282322042484,Phoenix,Grocery,Mobile,6,0.0
56.3271664307229,Los Angeles,Grocery,Mobile,18,0.0
15.852840848141064,Phoenix,Online,Mobile,20,0.0
26.930151480304325,Houston,Electronics,Mobile,17,0.0
31.6745179887255,Los Angeles,Retail,Mobile,19,0.0
64.35084511591924,Houston,Electronics,Mobile,17,0.0
38.049796106167165,Los Angeles,Retail,Mobile,18,0.0
36.22228914849189,Phoenix,Restaurant,Mobile,16,0.0
3830.2176679150302,International_A,Crypto,Desktop,1,1.0
67.41493289176806,Phoenix,Grocery,Tablet,15,0.0
7.887061163193508,Los Angeles,Retail,Mobile,7,0.0
87.95534033491954,Chicago,Electronics,Mobile,10,0.0
59.84037695985599,Phoenix,Electronics,Mobile,9,0.0
76.3519507121592,Houston,Online,Desktop,9,0.0
85.6359781754212,Phoenix,Online,Mobile,6,0.0
91.76749409561455,Houston,Electronics,Mobile,16,0.0
2261.0049721056203,International_B,Luxury,Unknown,4,1.0
53.809993595581325,Chicago,Restaurant,Mobile,21,0.0
55.620185005636124,Phoenix,Retail,Tablet,13,0.0
30.67507360493492,New York,Online,Desktop,6,0.0
87.31549022289514,Chicago,Online,Mobile,14,0.0
43.39759812067099,Phoenix,Restaurant,Desktop,11,0.0
53.46361851702364,Houston,Retail,Mobile,11,0.0
52.58442363950455,Los Angeles,Restaurant,Mobile,18,0.0
19.937140937637878,Los Angeles,Grocery,Mobile,14,0.0
1392.4976527978408,International_B,Crypto,Unknown,2,1.0
106.29308888945106,Chicago,Online,Tablet,22,0.0
40.64597597376218,New York,Restaurant,Tablet,9,0.0
46.96571132845542,Los Angeles,Electronics,Mobile,17,0.0
19.14396969580708,Los Angeles,Restaurant,Mobile,13,0.0
48.716316774223614,Phoenix,Restaurant,Desktop,13,0.0
34.8246948412925,Houston,Grocery,Mobile,17,0.0
67.78074244559784,Chicago,Grocery,Mobile,16,0.0
49.75506454306171,Houston,Restaurant,Desktop,21,0.0
60.26211596352165,New York,Online,Mobile,11,0.0
71.16236650174301,Phoenix,Retail,Mobile,8,0.0
59.618161854977906,Chicago,Restaurant,Mobile,9,0.0
87.64048992950067,Phoenix,Retail,Desktop,10,0.0
3433.5318125991816,International_A,Luxury,Unknown,4,1.0
68.4854027907566,Los Angeles,Grocery,Mobile,6,0.0
51.73395398828793,Houston,Electronics,Mobile,16,0.0
58.74626374077921,Phoenix,Online,Desktop,8,0.0
35.219426839535345,New York,Retail,Desktop,18,0.0
11.2649459499507,Los Angeles,Retail,Mobile,17,0.0
30.799074094410727,Houston,Retail,Mobile,15,0.0
102.64764129674782,New York,Electronics,Mobile,9,0.0
51.986646108584516,New York,Retail,Mobile,15,0.0
19.137635441142592,Houston,Grocery,Mobile,12,0.0
49.730055505241324,Los Angeles,Restaurant,Desktop,22,0.0
53.694209495621664,Chicago,Grocery,Mobile,22,0.0
34.5645608521425,Phoenix,Retail,Mobile,19,0.0
40.877583450516234,Houston,Electronics,Mobile,9,0.0
95.04871610688618,Phoenix,Online,Mobile,21,0.0
63.60432210900899,Houston,Online,Mobile,17,0.0
60.35318040938246,Houston,Restaurant,Mobile,20,0.0
75.67633719707123,Los Angeles,Grocery,Mobile,11,0.0
25.246751553454043,New York,Retail,Tablet,17,0.0
28.207339253152234,Houston,Electronics,Mobile,9,0.0
44.00323607450239,Houston,Online,Desktop,6,0.0
35.06153429859665,Phoenix,Retail,Mobile,11,0.0
62.21171490567646,New York,Online,Desktop,20,0.0
49.02205633051789,Phoenix,Retail,Mobile,11,0.0
6.606451645485961,Phoenix,Grocery,Mobile,18,0.0
63.591954978693515,Phoenix,Electronics,Tablet,19,0.0
59.42831112772808,New York,Online,Tablet,12,0.0
52.52355807323934,Phoenix,Retail,Desktop,18,0.0
60.73305505054572,New York,Restaurant,Mobile,10,0.0
74.00157912853723,Houston,Restaurant,Mobile,14,0.0
52.40591263423798,New York,Retail,Desktop,8,0.0
32.209711407489536,Los Angeles,Retail,Mobile,14,0.0
66.71384224130284,Houston,Online,Mobile,18,0.0
15.085851342806961,Chicago,Online,Tablet,12,0.0
56.22219982286391,Houston,Retail,Mobile,7,0.0
54.77109907547478,Houston,Electronics,Desktop,9,0.0
48.759919812679364,Houston,Electronics,Mobile,7,0.0
27.49021905403247,Los Angeles,Online,Mobile,18,0.0
82.79929058742786,Chicago,Retail,Mobile,12,0.0
57.528190521950336,Los Angeles,Electronics,Mobile,12,0.0
25.654346155590414,Phoenix,Retail,Tablet,12,0.0
95.81885145181484,Los Angeles,Restaurant,Mobile,16,0.0
53.97896293592989,Los Angeles,Retail,Desktop,16,0.0
66.93764207769829,Los Angeles,Grocery,Mobile,20,0.0
48.232740815893294,New York,Electronics,Tablet,7,0.0
63.85711511635623,Chicago,Retail,Desktop,22,0.0
62.76102202881514,Los Angeles,Grocery,Desktop,18,0.0
50.9954737436192,Phoenix,Retail,Mobile,17,0.0
57.813918418562885,Los Angeles,Retail,Mobile,22,0.0
74.02427844327889,New York,Restaurant,Tablet,7,0.0
58.56372495621152,Phoenix,Grocery,Desktop,14,0.0
86.98724282772761,Houston,Online,Mobile,11,0.0
56.00948719221657,Los Angeles,Restaurant,Desktop,15,0.0
28.926351617072918,Chicago,Restaurant,Mobile,21,0.0
14.137870949308464,Houston,Online,Tablet,18,0.0
45.686647249047354,Houston,Retail,Mobile,10,0.0
46.106054077666364,Phoenix,Electronics,Mobile,14,0.0
1427.7442539829758,International_A,Luxury,Desktop,1,1.0
84.2122674516385,New York,Retail,Mobile,9,0.0
60.305886432489345,Houston,Grocery,Mobile,7,0.0
69.65366285539882,Chicago,Restaurant,Desktop,9,0.0
39.0091945080893,New York,Retail,Mobile,19,0.0
56.226173468857695,Houston,Grocery,Mobile,19,0.0
89.06518275053136,New York,Retail,Mobile,11,0.0
59.6946563458895,Los Angeles,Electronics,Mobile,22,0.0
52.084022079037524,Phoenix,Retail,Mobile,6,0.0
53.89214910474485,Houston,Retail,Mobile,18,0.0
25.71622774424536,New York,Restaurant,Mobile,14,0.0
57.91607066874818,Houston,Restaurant,Mobile,10,0.0
35.33687605780007,Los Angeles,Online,Desktop,11,0.0
59.15611219851569,Houston,Electronics,Mobile,9,0.0
1800.0423577734534,International_B,Luxury,Desktop,0,1.0
45.17484690762915,Phoenix,Online,Tablet,9,0.0
73.46249275173282,New York,Retail,Tablet,9,0.0
49.60724402146638,Chicago,Grocery,Tablet,19,0.0
34.190510891093766,Los Angeles,Retail,Mobile,8,0.0
113.86215135689721,Houston,Retail,Tablet,16,0.0
61.16672846423411,Phoenix,Restaurant,Mobile,10,0.0
84.53927702466811,New York,Grocery,Mobile,7,0.0
30.633110902727296,Phoenix,Online,Tablet,16,0.0
62.4823963410431,Los Angeles,Retail,Mobile,21,0.0
45.38130939582644,Los Angeles,Retail,Mobile,10,0.0
34.548625024875186,New York,Retail,Desktop,17,0.0
52.934273728666454,Phoenix,Restaurant,Mobile,18,0.0
2806.1128595163473,International_A,Crypto,Unknown,2,1.0
27.13990174539033,Chicago,Retail,Mobile,13,0.0
70.47061288370689,Los Angeles,Restaurant,Mobile,7,0.0
4847.146457234241,International_A,Crypto,Unknown,1,1.0
62.76783851216766,Houston,Electronics,Desktop,11,0.0
54.60141518382804,Chicago,Retail,Mobile,10,0.0
62.377725960463074,Los Angeles,Restaurant,Mobile,8,0.0
81.61081373136747,Chicago,Online,Mobile,9,0.0
1961.2454044769324,International_A,Crypto,Desktop,4,1.0
8.270446832578308,Los Angeles,Grocery,Mobile,20,0.0
1.0,Los Angeles,Online,Mobile,20,0.0
87.08185132668376,Phoenix,Online,Mobile,13,0.0
44.316898041424054,Los Angeles,Electronics,Tablet,8,0.0
49.371216592504474,Houston,Retail,Mobile,10,0.0
67.89294375147745,New York,Restaurant,Mobile,17,0.0
92.84540717223727,Houston,Retail,Mobile,11,0.0
43.69406689427751,Phoenix,Online,Mobile,11,0.0
42.00243522663257,New York,Electronics,Mobile,19,0.0
27.02411929682688,Phoenix,Grocery,Mobile,17,0.0
58.41399262036958,Houston,Retail,Mobile,9,0.0
69.71459991359725,Phoenix,Retail,Mobile,14,0.0
31.452937316188518,Phoenix,Retail,Tablet,20,0.0
32.107853955609926,Los Angeles,Grocery,Desktop,7,0.0
48.01811399517462,New York,Grocery,Mobile,17,0.0
18.321943530285534,Houston,Grocery,Mobile,18,0.0
76.5159329508438,Phoenix,Online,Mobile,9,0.0
67.05547350244439,New York,Restaurant,Desktop,16,0.0
74.4616613419065,Los Angeles,Restaurant,Mobile,20,0.0
46.974015595349556,Houston,Grocery,Mobile,14,0.0
45.22135801660611,Houston,Grocery,Desktop,18,0.0
53.15522878587539,Phoenix,Grocery,Mobile,14,0.0
47.15706926118908,Chicago,Retail,Mobile,21,0.0
20.411115537205518,New York,Electronics,Mobile,21,0.0
53.436786795870624,New York,Electronics,Mobile,22,0.0
59.460765643204304,New York,Restaurant,Mobile,22,0.0
61.06777966148854,Chicago,Electronics,Mobile,6,0.0
19.288557535857883,New York,Restaurant,Mobile,18,0.0
55.53381598660038,New York,Grocery,Mobile,17,0.0
50.569151623663174,Houston,Grocery,Mobile,19,0.0
50.64814026680273,Los Angeles,Grocery,Tablet,18,0.0
36.918486337451526,Los Angeles,Retail,Mobile,16,0.0
21.127914756604703,Chicago,Retail,Mobile,16,0.0
45.26362786519982,Phoenix,Retail,Mobile,14,0.0
32.876603186764996,New York,Online,Tablet,10,0.0
48.7472084534553,New York,Retail,Mobile,11,0.0
57.99375903505283,Los Angeles,Retail,Desktop,6,0.0
42.7806766836184,Chicago,Retail,Mobile,11,0.0
78.48991642493895,New York,Electronics,Desktop,6,0.0
80.46477243424516,Phoenix,Grocery,Desktop,7,0.0
59.385351796170525,Phoenix,Online,Mobile,10,0.0
67.74581674533485,Phoenix,Electronics,Mobile,18,0.0
62.25547810125139,Chicago,Online,Mobile,19,0.0
74.36389423508513,Phoenix,Retail,Mobile,14,0.0
51.645679785508484,Chicago,Retail,Mobile,16,0.0
32.98929442505912,Chicago,Retail,Tablet,18,0.0
48.8883065817909,Chicago,Online,Mobile,22,0.0
4558.484943157027,International_A,Luxury,Unknown,2,1.0
25.542099608888723,New York,Online,Mobile,11,0.0
34.334934153275256,Houston,Electronics,Desktop,9,0.0
50.911277622837964,Houston,Grocery,Tablet,20,0.0
54.71229116217132,Chicago,Electronics,Desktop,20,0.0
68.58819969581631,Phoenix,Retail,Mobile,21,0.0
63.91075515131555,Los Angeles,Retail,Mobile,17,0.0
38.688472642520196,Houston,Restaurant,Desktop,13,0.0
53.59788302306957,Houston,Restaurant,Desktop,10,0.0
61.813096613846184,Los Angeles,Retail,Mobile,9,0.0
50.37638099481197,Phoenix,Online,Mobile,10,0.0
29.87965237000596,New York,Online,Mobile,13,0.0
43.07146987986201,Los Angeles,Electronics,Desktop,21,0.0
67.79261591246873,New York,Electronics,Desktop,16,0.0
22.54281097037872,Phoenix,Grocery,Mobile,20,0.0
50.3923331538798,Houston,Electronics,Mobile,14,0.0
60.30095372612096,Los Angeles,Grocery,Mobile,9,0.0
66.99204194042049,New York,Grocery,Mobile,13,0.0
71.01308792015224,Phoenix,Electronics,Mobile,19,0.0
66.52094342883012,New York,Online,Mobile,6,0.0
32.266381554330856,Chicago,Restaurant,Mobile,15,0.0
53.38721648072156,Chicago,Restaurant,Mobile,22,0.0
54.16765615895105,Los Angeles,Retail,Desktop,20,0.0
33.4917894004209,Chicago,Online,Desktop,13,0.0
46.390401728187484,Chicago,Online,Desktop,12,0.0
51.453610486586825,Phoenix,Electronics,Mobile,6,0.0
60.8181703712198,Phoenix,Restaurant,Desktop,11,0.0
56.383490208383606,Houston,Restaurant,Mobile,9,0.0
7.562902019828108,Los Angeles,Grocery,Mobile,19,0.0
46.80122940073146,Houston,Restaurant,Tablet,9,0.0
65.21693308622956,New York,Grocery,Mobile,21,0.0
79.02002876262672,New York,Grocery,Mobile,19,0.0
56.76967686923382,Phoenix,Restaurant,Mobile,6,0.0
50.256572870873704,Los Angeles,Online,Mobile,6,0.0
75.25168206854364,Houston,Retail,Mobile,6,0.0
66.28303524236533,Houston,Restaurant,Mobile,14,0.0
4580.552103846065,International_B,Luxury,Desktop,1,1.0
26.566913053648765,Houston,Retail,Mobile,6,0.0
69.27758233589819,Los Angeles,Restaurant,Mobile,17,0.0
65.49268106858673,New York,Restaurant,Mobile,22,0.0
46.81275535708187,Chicago,Online,Desktop,10,0.0
50.010559177131945,Phoenix,Restaurant,Mobile,13,0.0
57.79209048183976,Houston,Restaurant,Tablet,15,0.0
23.33743290444387,Phoenix,Electronics,Mobile,13,0.0
38.38703394892098,Phoenix,Online,Desktop,7,0.0
36.461559993880826,Houston,Online,Mobile,19,0.0
61.02952550479046,Los Angeles,Electronics,Mobile,15,0.0
27.507158163242615,Phoenix,Retail,Mobile,16,0.0
53.189250136082585,Houston,Online,Mobile,11,0.0
80.38567847283538,Chicago,Restaurant,Mobile,22,0.0
2732.87454071138,International_B,Luxury,Unknown,2,1.0
59.46943798070457,Phoenix,Electronics,Mobile,15,0.0
19.66714901158418,Los Angeles,Retail,Mobile,6,0.0
2720.6578100579986,International_B,Crypto,Desktop,4,1.0
41.25083399353179,New York,Grocery,Tablet,11,0.0
69.10610417141021,Los Angeles,Retail,Mobile,8,0.0
62.943918794054824,Chicago,Grocery,Mobile,12,0.0
10.035986309357845,Chicago,Restaurant,Desktop,9,0.0
58.89205336440281,Houston,Retail,Mobile,7,0.0
78.83137241315801,Houston,Restaurant,Mobile,10,0.0
63.046457568268394,Los Angeles,Restaurant,Mobile,20,0.0
43.1818424530784,Phoenix,Electronics,Mobile,8,0.0
55.53201531022361,Los Angeles,Online,Desktop,9,0.0
37.96586775541206,Phoenix,Electronics,Mobile,22,0.0
46.320333272946414,Houston,Grocery,Desktop,21,0.0
70.18943577191938,New York,Grocery,Mobile,17,0.0
19.93839396480364,New York,Online,Desktop,9,0.0
3550.6571383578275,International_A,Luxury,Unknown,0,1.0
91.12414259880644,Phoenix,Restaurant,Mobile,18,0.0
41.61130494682899,Chicago,Retail,Mobile,20,0.0
81.46039450429713,Los Angeles,Online,Desktop,22,0.0
82.57231091142583,Los Angeles,Grocery,Mobile,11,0.0
3278.99292465316,International_B,Crypto,Unknown,4,1.0
79.63326804925197,Phoenix,Online,Mobile,21,0.0
54.9876736742151,Phoenix,Restaurant,Mobile,17,0.0
4917.766567885181,International_B,Crypto,Desktop,0,1.0
33.44819558702561,New York,Online,Mobile,21,0.0
69.88894751017816,Phoenix,Online,Mobile,9,0.0
64.0298956384943,Chicago,Restaurant,Mobile,8,0.0
62.24937588027205,Phoenix,Grocery,Mobile,22,0.0
73.8341499421413,New York,Online,Mobile,20,0.0
28.55721976028786,Chicago,Grocery,Mobile,12,0.0
32.97187131479373,Los Angeles,Grocery,Mobile,22,0.0
82.31165647096464,Los Angeles,Grocery,Mobile,6,0.0
61.379661583705506,Los Angeles,Grocery,Mobile,9,0.0
75.56903725214598,Los Angeles,Retail,Mobile,7,0.0
74.07768874337633,Houston,Electronics,Tablet,11,0.0
57.668700628072884,New York,Grocery,Mobile,21,0.0
19.905592519379955,Houston,Restaurant,Mobile,13,0.0
32.72018460640368,Los Angeles,Restaurant,Mobile,12,0.0
60.28125104849552,Phoenix,Retail,Mobile,10,0.0
59.649448304863704,Houston,Electronics,Desktop,16,0.0
36.064563631408504,New York,Electronics,Mobile,15,0.0
74.16732461186285,Chicago,Retail,Mobile,11,0.0
28.81572956222097,Chicago,Restaurant,Desktop,9,0.0
61.903140508738275,New York,Restaurant,Mobile,11,0.0
36.141896044081854,Houston,Electronics,Mobile,16,0.0
76.80900892046289,New York,Grocery,Mobile,11,0.0
51.17968443179195,Los Angeles,Retail,Mobile,9,0.0
54.78809001070754,Houston,Electronics,Mobile,13,0.0
61.02970752080935,Phoenix,Electronics,Mobile,13,0.0
52.77290367420169,Houston,Restaurant,Desktop,7,0.0
22.091029904898562,Los Angeles,Electronics,Desktop,8,0.0
74.58429568594102,Los Angeles,Electronics,Mobile,8,0.0
65.69208575796048,Los Angeles,Retail,Mobile,12,0.0
83.12416504114591,Chicago,Electronics,Mobile,10,0.0
45.926524996460685,Phoenix,Restaurant,Mobile,14,0.0
64.36834846943282,Los Angeles,Grocery,Mobile,18,0.0
28.074498262095965,Chicago,Grocery,Desktop,13,0.0
48.36954653796708,New York,Retail,Mobile,16,0.0
51.67653255858722,Los Angeles,Electronics,Mobile,19,0.0
20.42956019265145,Phoenix,Grocery,Mobile,7,0.0
61.156206127037244,Los Angeles,Online,Mobile,20,0.0
33.6756551091607,Houston,Grocery,Desktop,19,0.0
29.229123583120554,Phoenix,Restaurant,Mobile,15,0.0
97.84219270547985,Phoenix,Online,Desktop,8,0.0
37.850554247593855,Phoenix,Grocery,Mobile,16,0.0
37.88768920526272,Los Angeles,Grocery,Mobile,10,0.0
65.19029774972216,Chicago,Retail,Mobile,9,0.0
65.83718620776135,Chicago,Online,Mobile,9,0.0
75.55353643797018,Houston,Electronics,Desktop,7,0.0
53.20036451705575,New York,Retail,Mobile,14,0.0
80.02667303910974,Los Angeles,Grocery,Mobile,12,0.0
53.894723894375495,Houston,Grocery,Mobile,22,0.0
39.679105435652524,Houston,Grocery,Mobile,17,0.0
27.93266787652253,New York,Retail,Mobile,18,0.0
79.85377137919043,Los Angeles,Electronics,Mobile,14,0.0
57.7264663562312,Chicago,Grocery,Mobile,12,0.0
1655.6688117743397,International_A,Crypto,Unknown,4,1.0
3283.3633412884974,International_A,Luxury,Unknown,3,1.0
87.41930350743564,Houston,Electronics,Mobile,10,0.0
53.591635638791956,New York,Online,Mobile,16,0.0
75.33822298373245,Phoenix,Grocery,Mobile,7,0.0
66.45565561668005,Los Angeles,Online,Desktop,22,0.0
54.486793135561655,Houston,Restaurant,Desktop,22,0.0
6.932197727925704,Phoenix,Grocery,Desktop,9,0.0
41.652663727898315,Phoenix,Restaurant,Mobile,10,0.0
48.91410266964375,Houston,Grocery,Mobile,11,0.0
46.482283751353265,Los Angeles,Electronics,Desktop,20,0.0
66.60383623725221,Chicago,Grocery,Desktop,13,0.0
67.93678631731063,Phoenix,Electronics,Mobile,10,0.0
1.0,New York,Electronics,Mobile,20,0.0
53.466833287408164,Los Angeles,Electronics,Mobile,18,0.0
49.880905815745415,Chicago,Electronics,Desktop,13,0.0
39.11234550949635,Phoenix,Retail,Mobile,17,0.0
23.763275352996807,Los Angeles,Retail,Mobile,21,0.0
44.819157083585935,Phoenix,Online,Mobile,10,0.0
8.193942022936866,Houston,Grocery,Desktop,15,0.0
54.48432808581586,Houston,Electronics,Mobile,19,0.0
77.21317191677302,Phoenix,Retail,Desktop,20,0.0
26.59773947881281,Phoenix,Online,Mobile,7,0.0
48.52104868783215,Phoenix,Electronics,Mobile,21,0.0
51.204604198820526,Houston,Restaurant,Mobile,13,0.0
53.505735578678475,Phoenix,Retail,Tablet,22,0.0
29.512247173314204,New York,Electronics,Mobile,10,0.0
52.73070662165475,Los Angeles,Restaurant,Mobile,12,0.0
6.435773605371395,Phoenix,Retail,Mobile,8,0.0
30.35025212923381,New York,Retail,Mobile,19,0.0
2389.878565990486,International_A,Crypto,Unknown,2,1.0
77.01704661398011,New York,Grocery,Mobile,12,0.0
33.21564953554723,Chicago,Grocery,Mobile,12,0.0
59.49396465759906,Chicago,Electronics,Mobile,14,0.0
43.809071213720195,Los Angeles,Retail,Mobile,7,0.0
54.009192628274576,New York,Electronics,Mobile,20,0.0
42.60779327912732,Los Angeles,Grocery,Tablet,13,0.0
19.762331608735728,Phoenix,Restaurant,Mobile,6,0.0
50.38295554831504,Phoenix,Grocery,Mobile,19,0.0
47.05995996743023,Phoenix,Electronics,Desktop,17,0.0
53.981193911469404,Houston,Grocery,Desktop,11,0.0
67.48778361425455,Chicago,Online,Tablet,14,0.0
47.397138912646305,New York,Grocery,Mobile,9,0.0
55.74248330403648,Phoenix,Grocery,Mobile,14,0.0
45.404007388496126,Chicago,Retail,Mobile,12,0.0
51.722877660927495,Phoenix,Online,Mobile,19,0.0
39.509594674404525,Phoenix,Online,Mobile,22,0.0
76.40828019567668,New York,Retail,Mobile,6,0.0
91.7688554573985,Los Angeles,Grocery,Mobile,14,0.0
39.3709089728157,New York,Retail,Mobile,18,0.0
72.39149822869153,Phoenix,Online,Mobile,12,0.0
19.345988802201383,Los Angeles,Retail,Mobile,13,0.0
59.40088374736404,Phoenix,Restaurant,Mobile,19,0.0
46.964298099288335,Houston,Restaurant,Mobile,19,0.0
4810.986403970153,International_B,Luxury,Desktop,2,1.0
79.79726877204165,New York,Electronics,Mobile,13,0.0
70.83449328117703,Chicago,Retail,Mobile,16,0.0
60.61951323928181,Phoenix,Restaurant,Desktop,12,0.0
72.42061334648943,Phoenix,Grocery,Mobile,6,0.0
51.77315181922875,Phoenix,Restaurant,Mobile,11,0.0
22.195561496930747,New York,Grocery,Mobile,6,0.0
40.80686455454006,Houston,Restaurant,Mobile,8,0.0
50.415874153508156,Los Angeles,Restaurant,Mobile,16,0.0
